Hour,Microgrid,Load,Bus,P_kW,Q_kvar
13,MG2,s96b,x96,17.000407127266236,8.500694184273447
13,FEEDER,s98a,x98,23.487602596299723,11.743627250262247
13,FEEDER,s99b,x99,23.29647470018772,11.648863934491713
13,FEEDER,s100c,x100,26.24341080401194,13.12201499187174
13,MG3,add44,44,980.0064513567933,294.01056068167196
13,MG4,add108,108,979.0964133936657,293.7376074587304
14,FEEDER,s1a,x1,22.84805741623655,11.424093529449314
14,FEEDER,s2b,x2,11.424052460428767,5.712131556737217
14,FEEDER,s4c,x4,22.84803780038796,11.424148542895903
14,FEEDER,s5c,x5,11.305038838092035,5.652578509589417
14,FEEDER,s6c,x6,22.363106002315398,11.181663175905436
14,FEEDER,s7a,x7,11.424035997841107,5.71204663535087
14,FEEDER,s9a,x9,22.848083187537114,11.424094414241758
14,FEEDER,s10a,x10,11.137902872326928,5.568971548878912
14,FEEDER,s11a,x11,21.722557049674148,10.86130942030679
14,FEEDER,s12b,x12,11.424071594537029,5.712159649033357
14,FEEDER,s16c,x16,22.84802898114235,11.424195037814277
14,FEEDER,s17c,x17,11.424013949561793,5.712096960680106
14,FEEDER,s19a,x19,22.848099034109264,11.424117226778112
14,FEEDER,s20a,x20,22.045660211302,11.0228827045873
14,MG1,s22b,x22,31.718040105444558,15.859375390818265
14,MG1,s24c,x24,32.800134685343906,16.40040852740154
14,MG1,s28a,x28,31.50266462021293,15.751420161660556
14,MG1,s29b,x29,0.0,0.0
14,MG1,s30c,x30,32.80013571044941,16.400416928382576
14,MG1,s31c,x31,8.200017747765983,4.100083168108222
14,MG1,s32c,x32,8.200017991355745,4.100083412903767
14,MG1,s33a,x33,31.85261766740963,15.926400435195838
14,FEEDER,s34c,x34,21.87314855782224,10.936726614033875
14,FEEDER,s52a,x52,22.848110896496408,11.424075566790794
14,FEEDER,s53a,x53,22.84811828757132,11.424067003169434
14,FEEDER,s55a,x55,10.65200553790785,5.325991034631042
14,FEEDER,s56b,x56,11.424098510395915,5.7122020143782235
14,FEEDER,s58b,x58,11.323561072488905,5.661939940639192
14,FEEDER,s59b,x59,11.424121598889595,5.712233807361862
14,FEEDER,s60a,x60,11.424075618270267,5.71200956893886
14,FEEDER,s62c,x62,21.38938102618419,10.694883405210891
14,FEEDER,s63a,x63,22.848153229483106,11.424020436425916
14,FEEDER,s64b,x64,41.92557596138854,19.565942165275832
14,FEEDER,s65a,x65,13.033112914958227,1.140386916522118
14,FEEDER,s65b,x65,13.260994716013684,1.30323428855732
14,FEEDER,s65c,x65,26.820058913219867,2.8191959357524627
14,FEEDER,s66c,x66,42.83990112512174,19.992359971281097
14,FEEDER,s68a,x68,11.549398252444778,5.774647717718533
14,FEEDER,s69a,x69,23.055388029347952,11.527591473558081
14,FEEDER,s70a,x70,11.512322461458812,5.756110057807138
14,FEEDER,s71a,x71,23.0073141901728,11.503554859302698
14,MG2,s73c,x73,33.34726600210246,16.673947643944324
14,MG2,s74c,x74,36.549840344750585,18.27526243546764
14,MG2,s75c,x75,33.199984279713185,16.600305615225516
14,MG2,s76a,x76,65.37788255999571,4.033142354395073
14,MG2,s76b,x76,40.93832595609103,2.6951899836138193
14,MG2,s76c,x76,41.94746687207131,4.592389046965814
14,MG2,s77b,x77,32.800519509885845,16.40091674067836
14,MG2,s79a,x79,36.29093629983931,18.14529043451087
14,MG2,s80b,x80,32.8005259919525,16.40092699782802
14,MG2,s82a,x82,33.26749752831573,16.633583318994507
14,MG2,s83a,x83,0.0,0.0
14,MG2,s84c,x84,16.79967689747881,8.40000218456848
14,MG2,s85c,x85,33.53715393444894,16.768903969145295
14,MG2,s86b,x86,16.400264428438046,8.200457407754419
14,MG2,s87b,x87,32.800539316018416,16.400932975573433
14,MG2,s88a,x88,32.92260833157329,16.461128446575902
14,MG2,s90b,x90,31.862211671303037,15.931704652630374
14,MG2,s92c,x92,33.71277998264123,16.856723688527662
14,MG2,s94a,x94,32.83432306278417,16.416983266961985
14,MG2,s95b,x95,16.400275036430084,8.200476071332861
14,MG2,s96b,x96,16.40027628139672,8.200477308526848
14,FEEDER,s98a,x98,23.075189252884087,11.53748551192238
14,FEEDER,s99b,x99,22.848325856076645,11.42460467349107
14,FEEDER,s100c,x100,25.79322679948306,12.896857024796958
14,MG3,add44,44,960.0047902927872,288.008156190959
14,MG4,add108,108,949.5793718315609,284.88029003327506
15,FEEDER,s1a,x1,22.400010459480356,11.200081303587533
15,FEEDER,s2b,x2,11.199928535422723,5.599806690271119
15,FEEDER,s4c,x4,22.400044402138647,11.200013584232572
15,FEEDER,s5c,x5,11.085601432889009,5.542795228269934
15,FEEDER,s6c,x6,21.933527719915833,10.966751265822825
15,FEEDER,s7a,x7,11.199999115277336,5.600056394817543
15,FEEDER,s9a,x9,22.39999038047702,11.200134421232693
15,FEEDER,s10a,x10,10.923677199871902,5.461904427339395
15,FEEDER,s11a,x11,21.31265928541744,10.656455137931863
15,FEEDER,s12b,x12,11.199895487064538,5.599754750879492
15,FEEDER,s16c,x16,22.40012419228783,11.200021336010341
15,FEEDER,s17c,x17,11.200061909014519,5.600010470890471
15,FEEDER,s19a,x19,22.399974453598436,11.200195862790963
15,FEEDER,s20a,x20,21.625860878381605,10.813125577313182
15,MG1,s22b,x22,32.457444344367396,16.22809327601485
15,MG1,s24c,x24,33.600216188311634,16.800043014056232
15,MG1,s28a,x28,32.273335461108246,16.136959639971632
15,MG1,s29b,x29,0.0,0.0
15,MG1,s30c,x30,33.60022366365339,16.800053240157407
15,MG1,s31c,x31,8.400053920500522,4.2000105003744235
15,MG1,s32c,x32,8.400053975556432,4.2000105535996
15,MG1,s33a,x33,32.628896391095466,16.314743742315034
15,FEEDER,s34c,x34,21.449506702890833,10.724706315725653
15,FEEDER,s52a,x52,22.399959356442256,11.20018891986219
15,FEEDER,s53a,x53,22.399950621175726,11.200200921811863
15,FEEDER,s55a,x55,10.444320909997499,5.222268379250262
15,FEEDER,s56b,x56,11.199847985448411,5.599677522756669
15,FEEDER,s58b,x58,11.095070210382334,5.547276668392905
15,FEEDER,s59b,x59,11.199817071603485,5.5996321888362
15,FEEDER,s60a,x60,11.199956492561796,5.6001306523884145
15,FEEDER,s62c,x62,20.955239280620823,10.477498512092199
15,FEEDER,s63a,x63,22.39991302991363,11.20026308454646
15,FEEDER,s64b,x64,41.06950768797698,19.16467282070906
15,FEEDER,s65a,x65,12.767533019616138,1.118285470252729
15,FEEDER,s65b,x65,12.986995889645351,1.274874819810098
15,FEEDER,s65c,x65,26.269002769831793,2.760949772608712
15,FEEDER,s66c,x66,42.00050082256106,19.600018988083715
15,FEEDER,s68a,x68,11.316075699677134,5.658202333025614
15,FEEDER,s69a,x69,22.590435531633535,11.295546285452685
15,FEEDER,s70a,x70,11.280445243171314,5.640386723094796
15,FEEDER,s71a,x71,22.54423490470204,11.272445476822845
15,MG2,s73c,x73,34.08528834309081,17.042428879360262
15,MG2,s74c,x74,37.35347810714916,18.676502299845666
15,MG2,s75c,x75,33.93116354418601,16.965367436148757
15,MG2,s76a,x76,66.90241439220982,4.1333423962771265
15,MG2,s76b,x76,41.889466948430176,2.7544562428866284
15,MG2,s76c,x76,42.87040928143524,4.691463149385283
15,MG2,s77b,x77,33.59916871238558,16.798467661268404
15,MG2,s79a,x79,37.103463496259515,18.552288260212233
15,MG2,s80b,x80,33.59915758315107,16.798450432803058
15,MG2,s82a,x82,34.01469212072474,17.007870733881965
15,MG2,s83a,x83,0.0,0.0
15,MG2,s84c,x84,17.169868481712356,8.584816866956375
15,MG2,s85c,x85,34.274650368039374,17.137090866104316
15,MG2,s86b,x86,16.799570238109865,8.39922270903949
15,MG2,s87b,x87,33.59912256269056,16.798413305661043
15,MG2,s88a,x88,33.64938276575643,16.8252118541339
15,MG2,s90b,x90,32.57116105881564,16.28455166741252
15,MG2,s92c,x92,34.454334720700274,17.226920017324314
15,MG2,s94a,x94,33.599829194149905,16.800435684006416
15,MG2,s95b,x95,16.799552118323305,8.399189573199765
15,MG2,s96b,x96,16.799550018718755,8.399187433213681
15,FEEDER,s98a,x98,22.609557530834028,11.305117722270271
15,FEEDER,s99b,x99,22.39950810844306,11.19904276165303
15,FEEDER,s100c,x100,25.264707142120358,12.632190136235648
15,MG3,add44,44,939.9973434241607,281.9956480809986
15,MG4,add108,108,928.5022451761962,278.5446692780188
16,FEEDER,s1a,x1,23.74388180393116,11.871763723127472
16,FEEDER,s2b,x2,11.871937675127809,5.935805423762253
16,FEEDER,s4c,x4,23.744004120058147,11.871952841126447
16,FEEDER,s5c,x5,11.706899006580347,5.853427144964206
16,FEEDER,s6c,x6,23.077780169362555,11.538848390860837
16,FEEDER,s7a,x7,11.871921204515003,5.935871839273215
16,FEEDER,s9a,x9,23.743814504794013,11.87172861803704
16,FEEDER,s10a,x10,11.517730068061521,5.75878508366663
16,FEEDER,s11a,x11,22.35589408081334,11.17780228615415
16,FEEDER,s12b,x12,11.871921888519516,5.935758227398355
16,FEEDER,s16c,x16,23.744043591714487,11.871968952347311
16,FEEDER,s17c,x17,11.872021976443248,5.9359846607702815
16,FEEDER,s19a,x19,23.743750279646942,11.871667788079392
16,FEEDER,s20a,x20,22.784793616464064,11.392214619266294
16,MG1,s22b,x22,34.46602244931119,17.232355145449393
16,MG1,s24c,x24,36.000024593319125,17.999924815932847
16,MG1,s28a,x28,34.35008800996748,17.17475619438295
16,MG1,s29b,x29,0.0,0.0
16,MG1,s30c,x30,36.000023746998274,17.99992322595601
16,MG1,s31c,x31,9.000012648138632,4.4999892730793105
16,MG1,s32c,x32,9.000012555489215,4.499989181697143
16,MG1,s33a,x33,34.72452765297506,17.361969271146716
16,FEEDER,s34c,x34,22.521831105587793,11.260870852307262
16,FEEDER,s52a,x52,23.74373887397906,11.87170436456566
16,FEEDER,s53a,x53,23.743720035923435,11.871702063002646
16,FEEDER,s55a,x55,10.920977605629355,5.460434428301193
16,FEEDER,s56b,x56,11.871900758897267,5.93568714854514
16,FEEDER,s58b,x58,11.704639350503676,5.85204323132918
16,FEEDER,s59b,x59,11.87187344112839,5.935640154287673
16,FEEDER,s60a,x60,11.871813195944625,5.935841356440844
16,FEEDER,s62c,x62,21.932000827027355,10.965942714191026
16,FEEDER,s63a,x63,23.743622327713638,11.871681700475827
16,FEEDER,s64b,x64,43.26225800860197,20.187873246458324
16,FEEDER,s65a,x65,13.335938220675649,1.1598880432991236
16,FEEDER,s65b,x65,13.579591726839668,1.3339088590296906
16,FEEDER,s65c,x65,27.489548117087537,2.9040892993947165
16,FEEDER,s66c,x66,44.520307586050876,20.776034059130733
16,FEEDER,s68a,x68,11.871805460553649,5.9358426011676935
16,FEEDER,s69a,x69,23.743605180110784,11.871679085688815
16,FEEDER,s70a,x70,11.87180053336468,5.935837350039217
16,FEEDER,s71a,x71,23.74359873687352,11.871672214841347
16,MG2,s73c,x73,36.00790792599987,18.003854163660073
16,MG2,s74c,x74,39.443499155863975,19.721642127012583
16,MG2,s75c,x75,36.000282781040134,18.00005141538322
16,MG2,s76a,x76,71.14206588433927,4.361732243114868
16,MG2,s76b,x76,44.518474163413224,2.9128256828848755
16,MG2,s76c,x76,45.35217796504572,4.998797209836506
16,MG2,s77b,x77,35.9994056564055,17.998502378341996
16,MG2,s79a,x79,39.04189457399027,19.52082698007956
16,MG2,s80b,x80,35.99940076466117,17.99848688846737
16,MG2,s82a,x82,35.99934312856238,17.999460268542425
16,MG2,s83a,x83,0.0,0.0
16,MG2,s84c,x84,18.13392661214658,9.066913052314234
16,MG2,s85c,x85,36.1943155403006,18.097057366091093
16,MG2,s86b,x86,17.99969630406615,8.999242100630108
16,MG2,s87b,x87,35.99938351932842,17.998458979233277
16,MG2,s88a,x88,35.999322781322455,17.99944111057844
16,MG2,s90b,x90,34.620029401682594,17.30889889921337
16,MG2,s92c,x92,36.39945655459001,18.199626931128673
16,MG2,s94a,x94,35.99930889067761,17.999429034201064
16,MG2,s95b,x95,17.999686236091073,8.999215848207147
16,MG2,s96b,x96,17.99968443554502,8.999214093476501
16,FEEDER,s98a,x98,23.74360849618348,11.871693171918869
16,FEEDER,s99b,x99,23.743655456900427,11.871064110822205
16,FEEDER,s100c,x100,26.432914268347954,13.216382344564039
16,MG3,add44,44,919.9943947527104,275.99012574729085
16,MG4,add108,108,910.1009834818128,273.02048381427346
17,FEEDER,s1a,x1,25.759882720927656,12.879673814583898
17,FEEDER,s2b,x2,12.880005829807766,6.43999127590701
17,FEEDER,s4c,x4,25.759992474589797,12.880005439497165
17,FEEDER,s5c,x5,12.628554550353948,6.314282225752815
17,FEEDER,s6c,x6,24.75564052718862,12.37783048375286
17,FEEDER,s7a,x7,12.879926758197973,6.439810216094211
17,FEEDER,s9a,x9,25.759833008180866,12.879583211173951
17,FEEDER,s10a,x10,12.393190989558516,6.196440643203805
17,FEEDER,s11a,x11,23.863864970617684,11.931643195833043
17,FEEDER,s12b,x12,12.880023412260954,6.439992525072103
17,FEEDER,s16c,x16,25.759968990059782,12.880041191835945
17,FEEDER,s17c,x17,12.879984542890364,6.440020648636515
17,FEEDER,s19a,x19,25.759786650601892,12.87949021702003
17,FEEDER,s20a,x20,24.488713222750988,12.243987046535345
17,MG1,s22b,x22,37.05729829022316,18.52857630228483
17,MG1,s24c,x24,39.12598678361278,19.563106200085635
17,MG1,s28a,x28,36.83232001156051,18.415628689840705
17,MG1,s29b,x29,0.0,0.0
17,MG1,s30c,x30,39.10742771619724,19.553826186082745
17,MG1,s31c,x31,9.799984794451207,4.900020125610704
17,MG1,s32c,x32,9.799984773588683,4.9000201025039125
17,MG1,s33a,x33,37.432899704874174,18.715875486738987
17,FEEDER,s34c,x34,24.086734509518774,12.043422009052483
17,FEEDER,s52a,x52,25.759778369368863,12.879477595624273
17,FEEDER,s53a,x53,25.72524919028279,12.86222743630682
17,FEEDER,s55a,x55,11.603529975954203,5.801578853162562
17,FEEDER,s56b,x56,12.880052801407226,6.439995670410438
17,FEEDER,s58b,x58,12.614007033196657,6.306970001568729
17,FEEDER,s59b,x59,12.880058676948497,6.4399947088779
17,FEEDER,s60a,x60,12.583404753905732,6.291453728985513
17,FEEDER,s62c,x62,23.34537316026733,11.672818375267871
17,FEEDER,s63a,x63,25.12510575924068,12.56205678360024
17,FEEDER,s64b,x64,46.532405068146126,21.714975575429463
17,FEEDER,s65a,x65,14.155294643864702,1.216966501625455
17,FEEDER,s65b,x65,14.437804857149617,1.4189463749213933
17,FEEDER,s65c,x65,29.271731873888733,3.1207103654255697
17,FEEDER,s66c,x66,47.95087425940567,22.377338202030078
17,FEEDER,s68a,x68,12.879837704655175,6.4396265094339515
17,FEEDER,s69a,x69,25.759670118588502,12.87924748154488
17,FEEDER,s70a,x70,12.879833171754042,6.439621765232696
17,FEEDER,s71a,x71,25.759664208348173,12.879241295068782
17,MG2,s73c,x73,39.19986728664453,19.600177199961013
17,MG2,s74c,x74,42.04129293661988,21.020911542860393
17,MG2,s75c,x75,39.19986611100806,19.600175867039464
17,MG2,s76a,x76,76.61491940872692,4.635151625025388
17,MG2,s76b,x76,47.898667178178485,3.1094720805610003
17,MG2,s76c,x76,48.906060298566096,5.456210907915385
17,MG2,s77b,x77,39.20024147748968,19.59997567067383
17,MG2,s79a,x79,41.37045372356786,20.684344519168455
17,MG2,s80b,x80,39.20024669187775,19.59997460958874
17,MG2,s82a,x82,39.1994468214578,19.59877847477772
17,MG2,s83a,x83,0.0,0.0
17,MG2,s84c,x84,19.599930055368816,9.800095013239936
17,MG2,s85c,x85,39.19985936403944,19.600189196443704
17,MG2,s86b,x86,19.600122283053473,9.799987966267857
17,MG2,s87b,x87,39.20024919709754,19.599975803819103
17,MG2,s88a,x88,39.199437544713334,19.598765810825398
17,MG2,s90b,x90,37.29743199296199,18.6485769378498
17,MG2,s92c,x92,39.199859274408716,19.60019374755666
17,MG2,s94a,x94,39.199428611584835,19.59875215463995
17,MG2,s95b,x95,19.58272018591726,9.791287556291977
17,MG2,s96b,x96,19.571087849265936,9.7854714521119
17,FEEDER,s98a,x98,25.759673649645826,12.87923936285626
17,FEEDER,s99b,x99,25.76016472967646,12.879990538573022
17,FEEDER,s100c,x100,28.119342191565153,14.059855687273707
17,MG3,add44,44,949.9975434853227,284.99517254512585
17,MG4,add108,108,933.0549880226497,279.9111927209385
18,FEEDER,s1a,x1,26.8799999999795,13.439999999988768
18,FEEDER,s2b,x2,13.44000000001463,6.720000000009845
18,FEEDER,s4c,x4,26.87999999997941,13.439999999988451
18,FEEDER,s5c,x5,13.483375538006966,6.741687769003161
18,FEEDER,s6c,x6,27.027586164942207,13.51379308247107
18,FEEDER,s7a,x7,13.43999999998964,6.719999999995226
18,FEEDER,s9a,x9,26.879999999979134,13.439999999991583
18,FEEDER,s10a,x10,13.318979072286284,6.6594895361440996
18,FEEDER,s11a,x11,26.392925582314252,13.196462791158924
18,FEEDER,s12b,x12,13.440000000014004,6.720000000009265
18,FEEDER,s16c,x16,26.879999999982655,13.439999999987498
18,FEEDER,s17c,x17,13.439999999991347,6.719999999993769
18,FEEDER,s19a,x19,26.879999999978914,13.439999999993317
18,FEEDER,s20a,x20,26.554825808733128,13.277412904370278
18,MG1,s22b,x22,39.76148803447355,19.880744017236488
18,MG1,s24c,x24,42.000000000026354,20.999999999994436
18,MG1,s28a,x28,40.65732004606593,20.328660023034097
18,MG1,s29b,x29,0.0,0.0
18,MG1,s30c,x30,42.00000000002337,20.999999999996263
18,MG1,s31c,x31,10.500000000006668,5.24999999999872
18,MG1,s32c,x32,10.500000000006663,5.249999999998716
18,MG1,s33a,x33,41.0829786024931,20.5414893012481
18,FEEDER,s34c,x34,26.879322624721922,13.439661312358433
18,FEEDER,s52a,x52,26.87999999997858,13.439999999995514
18,FEEDER,s53a,x53,26.879999999978413,13.439999999996635
18,FEEDER,s55a,x55,13.063537565444252,6.531768782726004
18,FEEDER,s56b,x56,13.44000000001289,6.720000000008262
18,FEEDER,s58b,x58,13.686552744276385,6.843276372139893
18,FEEDER,s59b,x59,13.440000000012475,6.720000000007805
18,FEEDER,s60a,x60,13.439999999988734,6.720000000001683
18,FEEDER,s62c,x62,26.51724030851435,13.258620154249588
18,FEEDER,s63a,x63,26.87999999997757,13.440000000003366
18,FEEDER,s64b,x64,50.86728594113184,23.738066772533237
18,FEEDER,s65a,x65,16.229834152799192,1.4662908740109433
18,FEEDER,s65b,x65,16.44920670085876,1.622985551198104
18,FEEDER,s65c,x65,33.06957274808538,3.368227778330116
18,FEEDER,s66c,x66,50.399999999979904,23.519999999974097
18,FEEDER,s68a,x68,14.179267512934109,7.089633756474609
18,FEEDER,s69a,x69,28.296064649539446,14.148032324784792
18,FEEDER,s70a,x70,14.12591533269627,7.062957666355654
18,FEEDER,s71a,x71,28.226897813560377,14.113448906795204
18,MG2,s73c,x73,41.99999497879677,20.999991810644826
18,MG2,s74c,x74,40.15743603645968,20.078714538515207
18,MG2,s75c,x75,41.99999445598066,20.999991258419897
18,MG2,s76a,x76,77.94255890325425,3.27515407770202
18,MG2,s76b,x76,51.22207155257161,4.961816410307663
18,MG2,s76c,x76,51.323770802344555,5.039098801047929
18,MG2,s77b,x77,41.99999447134801,20.999991748992958
18,MG2,s79a,x79,40.84214275945679,20.421069937303713
18,MG2,s80b,x80,41.99999432565177,20.999991608635924
18,MG2,s82a,x82,41.999996254239754,20.999994834732743
18,MG2,s83a,x83,0.0,0.0
18,MG2,s84c,x84,20.9999974082544,10.499995799151714
18,MG2,s85c,x85,41.99999449863238,20.999991260210454
18,MG2,s86b,x86,20.999996677441843,10.499995431658602
18,MG2,s87b,x87,41.99999301537294,20.9999906036834
18,MG2,s88a,x88,41.99999518566134,20.99999437931536
18,MG2,s90b,x90,41.02174008586359,20.510866008878796
18,MG2,s92c,x92,41.99999518807054,20.99999241803079
18,MG2,s94a,x94,41.99999485085618,20.999994220300508
18,MG2,s95b,x95,20.999996278214798,10.499995212676954
18,MG2,s96b,x96,20.99999623558108,10.49999516712435
18,FEEDER,s98a,x98,28.39973863852252,14.199869319276383
18,FEEDER,s99b,x99,26.880000000023628,13.440000000014312
18,FEEDER,s100c,x100,32.10612070411805,16.053060352049865
18,MG3,add44,44,999.9999999999976,299.99999999999477
18,MG4,add108,108,970.000000000001,290.99999999999915
19,FEEDER,s1a,x1,25.98373954200456,12.99144959724803
19,FEEDER,s2b,x2,12.991962993027153,6.49580473860552
19,FEEDER,s4c,x4,25.98433460001799,12.99297045264199
19,FEEDER,s5c,x5,12.681800284975484,6.3412815118777255
19,FEEDER,s6c,x6,24.7521956241198,12.37682421025315
19,FEEDER,s7a,x7,12.991810086812722,6.495682407672035
19,FEEDER,s9a,x9,25.983538380973723,12.991304843175174
19,FEEDER,s10a,x10,12.42875846825172,6.214165485924286
19,FEEDER,s11a,x11,23.798254231316335,11.898731687214143
19,FEEDER,s12b,x12,12.991995693691377,6.495725844089567
19,FEEDER,s16c,x16,25.984569454721722,12.993477722167613
19,FEEDER,s17c,x17,12.992283315871882,6.496737520338809
19,FEEDER,s19a,x19,25.65282296659849,12.825961781007399
19,FEEDER,s20a,x20,24.384217238861652,12.191679327193475
19,MG1,s22b,x22,40.282686865476556,20.140262584674378
19,MG1,s24c,x24,42.326176703266604,21.165017445544706
19,MG1,s28a,x28,39.88047501122495,19.939544728259207
19,MG1,s29b,x29,0.0,0.0
19,MG1,s30c,x30,42.30901327898656,21.15642034499364
19,MG1,s31c,x31,10.71443602271745,5.357707609989964
19,MG1,s32c,x32,10.709103438619328,5.355041017048589
19,MG1,s33a,x33,40.724744092523856,20.361663398961145
19,FEEDER,s34c,x34,24.005263625604545,12.003669170501045
19,FEEDER,s52a,x52,25.701394268126048,12.850226304172287
19,FEEDER,s53a,x53,25.54260631356386,12.770820378968832
19,FEEDER,s55a,x55,11.525151759245848,5.762351828360638
19,FEEDER,s56b,x56,12.992076685509227,6.495618337780515
19,FEEDER,s58b,x58,12.646029068312215,6.322558390419002
19,FEEDER,s59b,x59,12.992081632631471,6.495554317247546
19,FEEDER,s60a,x60,12.444325889268896,6.221870890421222
19,FEEDER,s62c,x62,23.15099535311017,11.577114595200982
19,FEEDER,s63a,x63,24.847141477096574,12.422988347488277
19,FEEDER,s64b,x64,46.58702686608326,21.738562482319825
19,FEEDER,s65a,x65,14.021315138176886,1.193736293423035
19,FEEDER,s65b,x65,14.323428140523998,1.4099134181733513
19,FEEDER,s65c,x65,29.064324863766405,3.1189054999152814
19,FEEDER,s66c,x66,47.50465136720433,22.172036739691023
19,FEEDER,s68a,x68,12.991378101754028,6.495322846448387
19,FEEDER,s69a,x69,25.98274573416051,12.990635056707433
19,FEEDER,s70a,x70,12.991369137812406,6.495313737209799
19,FEEDER,s71a,x71,25.982734059427457,12.990623185844411
19,MG2,s73c,x73,43.2017879737348,21.60450727155361
19,MG2,s74c,x74,45.30275320145834,22.65479022761243
19,MG2,s75c,x75,43.20184849907279,21.604569404791736
19,MG2,s76a,x76,83.52735047841995,4.989686712999479
19,MG2,s76b,x76,52.2051948816162,3.383437839908499
19,MG2,s76c,x76,53.382744900671824,6.00351959420212
19,MG2,s77b,x77,42.70208952249867,21.348976758232283
19,MG2,s79a,x79,44.520883649049864,22.259326472830022
19,MG2,s80b,x80,42.863295863024334,21.429532971481102
19,MG2,s82a,x82,43.19769675726799,21.5975370481687
19,MG2,s83a,x83,0.0,0.0
19,MG2,s84c,x84,21.60094975169459,10.802361538560984
19,MG2,s85c,x85,43.20193870880863,21.604763864222853
19,MG2,s86b,x86,21.208760445920376,10.603353455215036
19,MG2,s87b,x87,42.32009967190746,21.15798646374223
19,MG2,s88a,x88,43.19772598512843,21.597506407153404
19,MG2,s90b,x90,40.27342236598274,20.13472474070154
19,MG2,s92c,x92,43.20180591143099,21.604624712278905
19,MG2,s94a,x94,43.19769331128606,21.59747461272303
19,MG2,s95b,x95,21.09593890389414,10.54693376927835
19,MG2,s96b,x96,21.08217287042009,10.540051603584827
19,FEEDER,s98a,x98,25.98272649712823,12.990614539629279
19,FEEDER,s99b,x99,25.98431978769272,12.990806233610273
19,FEEDER,s100c,x100,27.85827722852222,13.931273399947383
19,MG3,add44,44,980.0002931679621,294.00056161389205
19,MG4,add108,108,990.0005960742119,297.00008470126613
20,FEEDER,s1a,x1,24.192245805667568,12.09674111075197
20,FEEDER,s2b,x2,12.095978905682609,6.047984323582712
20,FEEDER,s4c,x4,24.192093659186675,12.096188895031721
20,FEEDER,s5c,x5,11.850835068963269,5.925482289997191
20,FEEDER,s6c,x6,23.214234983195187,11.607237347865723
20,FEEDER,s7a,x7,12.096148126514285,6.048431705277597
20,FEEDER,s9a,x9,24.192331886834847,12.096948421325655
20,FEEDER,s10a,x10,11.627682840205203,5.814205909846246
20,FEEDER,s11a,x11,22.36779408652427,11.184579694489889
20,FEEDER,s12b,x12,12.095939992988994,6.0479654745157045
20,FEEDER,s16c,x16,24.19220667178501,12.09620089181449
20,FEEDER,s17c,x17,12.096102728513806,6.048099838515485
20,FEEDER,s19a,x19,24.14546045110425,12.073611990850189
20,FEEDER,s20a,x20,22.944877577647226,11.473280795386819
20,MG1,s22b,x22,38.28493839582379,19.142444919849776
20,MG1,s24c,x24,40.38762119642048,20.193913043149443
20,MG1,s28a,x28,38.06978661957688,19.036288860833512
20,MG1,s29b,x29,0.0,0.0
20,MG1,s30c,x30,40.353713246322336,20.176958539115798
20,MG1,s31c,x31,10.20009839352103,5.100086656281554
20,MG1,s32c,x32,10.200097738370342,5.100085758580019
20,MG1,s33a,x33,38.824820409275624,19.413916478776468
20,FEEDER,s34c,x34,22.54846180471476,11.274296832321982
20,FEEDER,s52a,x52,24.19241993051504,12.097186076215552
20,FEEDER,s53a,x53,24.068252766434455,12.035086149940279
20,FEEDER,s55a,x55,10.854414190509637,5.4276578319979665
20,FEEDER,s56b,x56,12.09587278292621,6.047934293349441
20,FEEDER,s58b,x58,11.810325966331906,5.905161621497033
20,FEEDER,s59b,x59,12.095856245074826,6.047924939993179
20,FEEDER,s60a,x60,11.754177123955733,5.877700904895255
20,FEEDER,s62c,x62,21.811539263806896,10.905705204753666
20,FEEDER,s63a,x63,23.47174173258053,11.73709278757481
20,FEEDER,s64b,x64,43.55539747774755,20.32584404052474
20,FEEDER,s65a,x65,13.218995061797122,1.1372956884530745
20,FEEDER,s65b,x65,13.478659331427531,1.322347179836719
20,FEEDER,s65c,x65,27.341153781739784,2.919358911444935
20,FEEDER,s66c,x66,44.81936376728924,20.915565035241826
20,FEEDER,s68a,x68,12.096306065818775,6.048869899025867
20,FEEDER,s69a,x69,24.19262301136402,12.097751214886655
20,FEEDER,s70a,x70,12.096315387496501,6.048879680490136
20,FEEDER,s71a,x71,24.192635166059706,12.097763969535205
20,MG2,s73c,x73,40.80080378267695,20.400364648445702
20,MG2,s74c,x74,43.35350431574741,21.67658257454913
20,MG2,s75c,x75,40.80082742193743,20.400389987352813
20,MG2,s76a,x76,79.37831322675024,4.807066271748212
20,MG2,s76b,x76,49.62402411897284,3.219651980499031
20,MG2,s76c,x76,50.66778256730821,5.6545509793605415
20,MG2,s77b,x77,40.728685254735765,20.364338240934348
20,MG2,s79a,x79,42.67363630035002,21.33923328255865
20,MG2,s80b,x80,40.79931489313055,20.39962549329137
20,MG2,s82a,x82,40.801182166820084,20.403185672823863
20,MG2,s83a,x83,0.0,0.0
20,MG2,s84c,x84,20.400434865106437,10.200199241344134
20,MG2,s85c,x85,40.800885151360056,20.400415069541058
20,MG2,s86b,x86,20.233468247246144,10.116734352821485
20,MG2,s87b,x87,40.380565593850704,20.190286206106904
20,MG2,s88a,x88,40.801221023706255,20.403226822990693
20,MG2,s90b,x90,38.4191496788853,19.2095778741886
20,MG2,s92c,x92,40.80084730935381,20.40035852075512
20,MG2,s94a,x94,40.80124015662615,20.403261107450007
